m,effs
4875.0,0.8613887484409215
4880.0,0.861476530286589
4885.0,0.8615642199943205
4890.0,0.8616518177538373
4895.0,0.8617393237542794
4900.0,0.8618267381842073
4905.0,0.8619140612316043
4910.0,0.8620012930838787
4915.0,0.8620884339278678
4920.0,0.8621754839498368
4925.0,0.8622624433354846
4930.0,0.8623493122699442
4935.0,0.8624360909377855
4940.0,0.8625227795230175
4945.0,0.8626093782090898
4950.0,0.862695887178897
4955.0,0.8627823066147791
4960.0,0.8628686366985234
4965.0,0.8629548776113678
4970.0,0.8630410295340041
4975.0,0.863127092646577
4980.0,0.8632130671286884
4985.0,0.8632989531594006
4990.0,0.8633847509172359
4995.0,0.8634704605801797
5000.0,0.8635560823256845
5005.0,0.8636416163306686
5010.0,0.8637270627715208
5015.0,0.863812421824103
5020.0,0.8638976936637497
5025.0,0.8639828784652717
5030.0,0.8640679764029575
5035.0,0.8641529876505771
5040.0,0.8642379123813817
5045.0,0.8643227507681077
5050.0,0.8644075029829774
5055.0,0.8644921691977006
5060.0,0.8645767495834793
5065.0,0.8646612443110069
5070.0,0.8647456535504707
5075.0,0.864829977471556
5080.0,0.8649142162434451
5085.0,0.8649983700348209
5090.0,0.8650824390138694
5095.0,0.8651664233482799
5100.0,0.8652503232052484
